Convento Sagada Família- Carmelitas Descalços;São Pedro, 100;Praia do Francês;57160-000;Mal. Deodoro;;(82)3260-1351;;AL;;-9,71;-35,897
Mosteiro Santa Verônica Giuliani;Rodovia Duque De Caxias - Km 09;Gleba Do Matapi;68900-010;Macapá;mosteiroveronicagiuliani@hotmail.com;(96)3225-4825;;AP;;0,034;-51,065
Convento dos Frades Capuchinhos;Av. Fab, 2851;Santa Rita;68906-005;Macapá;;(96)3222-1037;;AP;;;
Mosteiro Nossa Senhora do Seringueiro;Av. Preidente Dutra, 571;;78957-000;Guajará Mirim;;35412296;;RO;;;
Convento das Madres;Av. Nossa Sra. da Consolata, 1645;São Vicente;69301-011;Boa Vista;;;;RR;;2,819;-60,673
Fraternidade Nossa Senhora Divina Providência;Ulisses Guimarães, 333;Centro;69373-000;Rorainópolis;;;;RR;;0,94;-60,439
Convento Santo Alberto Magno;Estr. do Calafate, 2738;Portal da Amazônia;69900-000;Rio Branco;;(68)3225-0463;;AC;;;
Convento São Sebastião;R. Alvorada, 720;Bosque;69909-380;Rio Branco;;(68)3224-3542;;AC;;-10,03;-67,769
Mosteiro Santa Maria da Esperança;Estr. do Calafate, 2834 Caixa Postal 179;Calafate;69905-801;Rio Branco;mosteiro.acre@pop.com.br;32250845 32250845;;AC;;;
Mosteiro São Damião;R. Careiro Castanho, 202;Cidade de Deus;69088-272;Manaus;ccsmanaus@yahoo.com.br;;https://www.facebook.com/Clarissas-Capuchinhas-Sacrament%C3%A1rias-Manaus-814822275203363/;AM;;-3,028;-59,929
Convento São Sebastião;Rua 10 de Julho, 567;Centro;69010-060;Manaus;;(92)3232-4492;;AM;;-3,13;-60,024
Fraternidade de São Lourenço de Brindisi;São Francisco, 11-19;Coroado;69080-291;Manaus;https://www.facebook.com/pages/Fraternidade%20S%C3%A3o%20Louren%C3%A7o%20de%20Brindise/341445346425224/;;https://www.facebook.com/pages/Fraternidade%20S%C3%A3o%20Louren%C3%A7o%20de%20Brindise/341445346425224/;AM;;-3,091;-59,981
Mosteiro Água Viva;69100-000 e Cx. Postal 64;;69100-000;Itacoatiara;mosteiroaguaviva@proamazon.com.br;(92)35211507 (92)35211507;;AM;;;
Mosteiro de São Bento;Q. 108 Norte Alameda 6, 85;Plano Diretor Norte;77006-102;Palmas;;;;TO;;-10,18;-48,317
Mosteiro Clarissa Capuchinhas Palmas;51, S/n;Zona Rural;77001-970;Pamas;https://www.facebook.com/clarissascap/;(63)3215-9524 (63)3215-1653;https://www.facebook.com/clarissascap/;TO;;-10,158;-48,321
Convento Nossa Senhora da Divina Providência;Praça Matriz S/N°;;77690-000;Araguacema;;(63)3472-1149;;TO;;-8,808;-49,557
Carmelo de Santa Terezinha;Alameda José de Oliveira França s/n  Caixa Postal 09;Centro;68795-000;Benevides;carmelodebenevides@gmail.com;91-37241118;https://carmelodebenevides.blogspot.com/;PA;;-1,361;-48,243
Irmãs Mestras de Santa Doroteia Filhas dos Sagrados Corações;Avenida Joaquim Pereira de Queiros, 1779;;;Benevides;;(91)3724;https://doroteiafsscc.org/fale-conosco/;PA;;;
Mosteiro Nossa Senhora das Alegrias;Rua Maria Geralda de Jesus, s/n Caixa Postal 37;;78260-000;ARAPUTANGA;;;;MT;;-15,471;-58,346
Mosteiro Santa Clara;Rua Santa Rita Durão,888;;30140-111;Funcionários;irsclarissasbh@yahoo.com.br;(31)3261-1538;;BH;;-19,936;-43,932
Mosteiro Imaculada Conceição da Mãe de Deus;Cx. Postal 1541;;44075-972;Feira de Santana;mosteirototustuusmaededeus@gmail.com;(75)3484-4133;;BH;;-12,26;-38,952
Convento Santo Alberto Magno;Rua Atibaia, 420;;01235-010;São Paulo;;;;SP;;-23,54;-46,636
Mosteiro Monte Alverne;Rua do Bancário, 1085;Planalto;38413-147;Uberlândia;;(34)3257-4289;;MG;;-18,934;-48,313
Convento Nuestra Senhora Aparecida;Rua Pedro Batista Martins, 173;;31814-340;Belo Horizonte;convnsap@ig.com.br;;https://www.op.org/map/;MG;;-19,85;-43,927
Mosteiro Mater Christi;Rua João Francisco, 460 Cx. Postal 194;Santa Edwigens;12500-790;Guaratinguetá;irmasclarissasguara@fazenda.org.br;3132-1818;;SP;;;
Mosteiro Maria Imaculada;Rua Alameda Santa Carolina, 150;Novo Horizonte;17514-830;Marília;clarissasmarilia@gmail.com;3454-8758;;SP;;-22,214;-49,932
Convento Santo Alberto Magno;Rua Atibaia, 420;;01235-010;São Paulo;;;;SP;;-23,54;-46,636
Mosteiro São Geraldo;Estrada Mosteiro Nossa Senhora da Paz, 1655;Potuverá;06888-150;Itapecirica da Serra;csj@csasp.g12.br;3645-4476 93028-0042;https://www.celasaojose.org.br/;SP;;-23,706;-46,861
Mosteiro Nossa Senhora da Paz;Estrada Mosteiro Nossa Senhora da Paz, 1400;Potuverá;06888-151;Itapecirica da Serra;contato@mosteironossasenhoradapaz.org.br;4667-1674 4667-8953;https://www.mosteironossasenhoradapaz.org.br;SP;;;
Ordem dos Frades Menores Capuchinhos;Av. Independência, 776;Alemães;13419-160;Piracicaba;centro_franciscano@procasp.org.br;3422-0933;https://www.capuchinhossp.org.br;SP;;-22,735;-47,65
Fraternidade Nossa Senhora dos Anjos (Capuchinhos);R. Joaquin André, 669;Paulista;13400-600;Piracicaba;;3434-6633;https://;SP;;;
Convento Nossa Senhora do Carmo;Praça da Independência, 185;Centro;13300-013;Itu;secretariaigrejadocarmo@gmail.com;2023-1919;https://m.facebook.com/carmoitu/;SP;;-23,267;-47,299
Mosteiro Concepcionista Nossa Senhora das Mercês;Rua Madre Maria Basília, 476;Centro;13300-003;Itu;;4024-3020;https://m.facebook.com/coventinhodeitu/;SP;;-23,274;-47,293
Mosteiro Carmelita de Jaboticabal;R. Cel. Sodré;Aparecida;14882-044;Jaboticabal;m.carmo17@hotmail.com;3202-0626;https://carmelitas.org.br;SP;;-21,249;-48,318
Carmelo de Santa Aparecida em Aparecida;R. João Andrade Costa, 65;Centro;12570-000;Aparecida;carmeloaparecida@gmail.com;3311-0314;https://carmelodesantateresinha.com.br;SP;;-22,847;-45,232
Convento das Carmelitas;R. Luiz Vicentin, 612;Jardim Santa Genebra II;13084-754;Campinas;;3289-4636;https://convento-das-carmelitas-carmelo-santa-teresinha.negocio.site;SP;;-22,83;-47,08
Ordem Maronita Libanesa;Av. José Bonifácio, 1428;Jardim das Paineiras;13092-305;Campinas;;4667-1378;https://igrejamaronita.org.br;SP;;-22,91;-47,063
Convento Irmãs Agostinianas;R. Josué Zambom, 124;Jardim Colonial;13219-805;Jundiaí;;(11)4584-1403;https://;SP;;-23,178;-46,852
Mosteiro São Bento;Largo de São Bento, 40;Centro;13201-035;Jundiaí;mosteiro@mosteiro.org.br;(11)4521-9295;https://m.facebook.com/mosteirosaobentojundiai/;SP;;-23,185;-46,887
Mosteiro Santa Clara;Av. Dom Prudêncio, 291;Anápolis;75113-080;Jundiaí;clarissasanapolis@hotmail.com;3702-4249;https://;SP;;-16,333;-48,944
Mosteiro das Carmelitas;R. José Ferraz de Camargo, 72;São Dimas;13416-060;Piracicaba;monjascarmelitaspiracicaba@gmail.com;3422-4337;https://;SP;;-22,713;-47,644
Mosteiro da Imaculada Conceição;Av. Armando Cesare Dedini, 891;Jardim Monumento;13405-268;Piracicaba;micpiracicaba@gmail.com;3421-2249;https://;SP;;-22,715;-47,667
Mosteiro de São Bento;Largo de São Bento, sem n°;Centro Histórico;01029-010;São Paulo;;3328-8784;https://m.facebook.com/mosteirosp/;SP;;-23,55;-46,636
Abadia São Geraldo;R. Santo Américo;Jardim Colombo;05629-020;São Paulo;abadia@csasp.g12.br;4084-1999;https://www.asg.org.br;SP;;-23,974;-47,1
Abadia de Santa Maria;Av. Coronel Sazefredo Fagundes, 4300;Jardim Tremembé;02306-004;São Paulo;absantamaria@uol.com.br;2265-5095;https://;SP;;-23,548;-46,697
Irmãs Beneditinas Missionárias;R. Matrazzo,20;Bom Retiro;01128-010;São Paulo;;3361-5193;https://benedictine.or.kr;SP;;-23,544;-46,631
Comunidade mon te Carmelo;R. Senador Vergueiro, 592;Alto da Boa Vista;;São Paulo;;5541-9409;https://carmelitasmensageiras,org/a-fundadora/;SP;;;
Mosteiro da Luz;Av. Tiradentes;Luz;01102-000;São Paulo;secretaria@mosteirodaluz.org.br;3311-8745;https://;SP;;-23,551;-46,633
Fraternidade São Francisco;Largo São Francisco, 133;Centro;;São Paulo;santuarios@franciscanos.org.br;3291-2400;https://;SP;;;
Frades Menores Capuchinhos de SP;Av. Brigadeiro Luís Antônio, 2071;Bela Vista;01317-002;São Paulo;vocacional@capuchinhos.org.br;3288-6266;https://www.capuchinhos.org.br;SP;;-23,565;-46,647
Comunidade Santo Agostinho;R. José Raschel Rodrigues, 940;Campo Belo;04880-130;São Paulo;;5979-8997 95342-7053;https://;SP;;-23,895;-46,636
Convento do Carmo;Praça Barão de Rio Branco;Centro;11010-040;Santos;provincia-santos@uol.com.br;3219-3650;https://;SP;;-23,933;-46,327
Província dos Capuchinhos de São Paulo;R. Padre Visconde, 5;Embaré;11040-150;Santos;;;https://;SP;;-23,968;-46,313
Província dos Capuchinhos de São Paulo;R. Itapeti, 15;Vila Alpina;09090-200;Santo André;;4438-2968;https://;SP;;-23,672;-46,546
Abadia de Nossa Senhora do Monte Oliveto;R. Paraíba, 757;Campos Eliseos;14080-020;Ribeirão Preto;scodinhoto@uol.com.br;3635-5276 3623-2584;https://olivetanos.com.br;SP;;-21,165;-47,805
Mosteiro de Nossa Senhor do Desterro;Estrada do Observatório, KM 2;;13280-000;Vinhedo;osbvin@csbsju.edu;;https://m.facebook.com/mosteirosaobentovinhedo/;SP;;;
Mosteiro de São João Gualberto;R. Dr. Argemiro Couto Barros, 220;Pirituba;05142-040;São Paulo;mosteirosojoaogualberto@gualberto.g12.br;3831-9388;https://mosteirosaojoaogualberto.com.br;SP;;-23,548;-46,225
Abadia Nossa Senhora de São Bernardo;Praça Monsenhor Guilherme Arnold,51;Jardim São Roque;13720-000;São José do Rio Pardo;;3608-4675;https://m.facebook.com/AbadiaNossaSenhoradeSãoBernardo/;SP;;-21,596;-46,888
Abadia de Nossa Senhora da Assunção de Hardehausen;Av. São Bernardo;;18690-000;Itatinga;;3848-1102;https://abadiadeitatinga.org;SP;;-23,107;-48,612
Abadia de Nossa Senhora da Santa Cruz;Av. Santa Cruz, 242;;18480-000;Itaporanga;hospedaria@abadiaitaporanga.org.br;3565-3544;https://abadiaitaporanga.org.br;SP;;-23,705;-49,482
Abadia de Nossa Senhora de Fátima;R. Dom José Carlos de Aguirre;Cruzeiro;18460-000;Itararé;;3532-2141;https://;SP;;-24,109;-49,336
Mosteiro de São João Gualberto;Av. Dr. Ademar de Barros, 330;Aberméssia;12460-000;Campos de Jordão;absantamaria@uol.com.br;2265-5095;https://;SP;;-22,743;-45,596
Fraternidade Santo Antônio;;Bairro Santo Antônio;13520-000;São Pedro;casaserra@procasp.org.br;3481-2658;https://;SP;;-22,549;-47,91
Franciscanos Conventuais;R. Oratório, 1458;Parque das Nações;09280-000;Santo André;comunicacao@franciscanosconventuais.org.br;4472-8100;https://;SP;;-23,696;-46,573
Mosteiro Santa Tereza;Av. Jabaquara, 244;Mirandopólis;04046-000;São Paulo;;2275-5020;https://;SP;;-23,317;-46,636
Centro Tereziano de Esperitualidade;Rodovia Raposo Tavares. KM 64;;;São Roque;;4712-2270;https://centroteresiano.com.br;SP;;;
Mosteiro da Transfiguração;R. Pedro Eroles, KM 43;Taboão;08772-720;Mogi das Cruzes;mosteiro@camaldolenses.com.br;2500-2858;https://;SP;;-23,514;-46,188
Mosteiro da Sagrada Face;Estrada dos Oblatas, 1;Pindaitiba;12580-000;Roseira;apostoladodasagradaface@gmail.com;3646-1261 99636-7884;https://oblatosdecristo.com.br;SP;;-22,901;-45,309
Mosteiro Imaculada Conceição;R. Capitão Silvio Fleming, 146;Vila Nova;13309-010;Itu;;4022-3823;https://asmonjasredentoristas.blogspot.com;SP;;-23,271;-47,292
Mosteiro Jesuíta;Rodovia José Boldrini,170;Itaici;;Indaiatuba;;2107-8500;https://itaici.org.br;SP;;;
